date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:20:37	37362/37362	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:41:31%20GMT	https://www.arialengineering.com/pictures/products/cassette2.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/cassette2.jpg	(from https://www.arialengineering.com/)
12:20:38	24814/24814	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:42:00%20GMT	https://www.arialengineering.com/pictures/products/diffuser2.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/diffuser2.jpg	(from https://www.arialengineering.com/)
12:20:38	29029/29029	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:44:04%20GMT	https://www.arialengineering.com/pictures/products/vrf3.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/vrf3.jpg	(from https://www.arialengineering.com/)
12:20:39	31543/31543	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:41:47%20GMT	https://www.arialengineering.com/pictures/products/chiller3.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/chiller3.jpg	(from https://www.arialengineering.com/)
12:20:39	27233/27233	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:43:47%20GMT	https://www.arialengineering.com/pictures/products/vent3.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/vent3.jpg	(from https://www.arialengineering.com/)
12:20:40	54383/54383	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Nov%202019%2006:00:12%20GMT	https://www.arialengineering.com/pictures/products/ahu3.png	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/ahu3.png	(from https://www.arialengineering.com/)
12:20:41	26632/26632	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:43:33%20GMT	https://www.arialengineering.com/pictures/products/split3.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/split3.jpg	(from https://www.arialengineering.com/)
12:20:42	23070/23070	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:42:34%20GMT	https://www.arialengineering.com/pictures/products/duct3.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/duct3.jpg	(from https://www.arialengineering.com/)
12:20:42	7977/7977	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:41:34%20GMT	https://www.arialengineering.com/pictures/products/cassette3.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/cassette3.jpg	(from https://www.arialengineering.com/)
12:20:43	23720/23720	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:42:02%20GMT	https://www.arialengineering.com/pictures/products/diffuser3.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/diffuser3.jpg	(from https://www.arialengineering.com/)
12:20:43	23743/23743	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:44:07%20GMT	https://www.arialengineering.com/pictures/products/vrf4.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/vrf4.jpg	(from https://www.arialengineering.com/)
12:20:44	28508/28508	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:41:50%20GMT	https://www.arialengineering.com/pictures/products/chiller4.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/chiller4.jpg	(from https://www.arialengineering.com/)
12:20:44	23690/23690	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:43:50%20GMT	https://www.arialengineering.com/pictures/products/vent4.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/vent4.jpg	(from https://www.arialengineering.com/)
12:20:45	55854/55854	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Nov%202019%2006:01:19%20GMT	https://www.arialengineering.com/pictures/products/ahu4.png	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/ahu4.png	(from https://www.arialengineering.com/)
12:20:45	34599/34599	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:43:36%20GMT	https://www.arialengineering.com/pictures/products/split4.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/split4.jpg	(from https://www.arialengineering.com/)
12:20:46	25250/25250	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:42:37%20GMT	https://www.arialengineering.com/pictures/products/duct4.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/duct4.jpg	(from https://www.arialengineering.com/)
12:20:46	7105/7105	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:41:36%20GMT	https://www.arialengineering.com/pictures/products/cassette4.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/cassette4.jpg	(from https://www.arialengineering.com/)
12:20:47	22626/22626	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:42:13%20GMT	https://www.arialengineering.com/pictures/products/diffuser4.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/diffuser4.jpg	(from https://www.arialengineering.com/)
12:20:48	22209/22209	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:44:12%20GMT	https://www.arialengineering.com/pictures/products/vrf5.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/vrf5.jpg	(from https://www.arialengineering.com/)
12:20:48	12001/12001	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:41:53%20GMT	https://www.arialengineering.com/pictures/products/chiller5.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/chiller5.jpg	(from https://www.arialengineering.com/)
12:20:49	24944/24944	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:43:52%20GMT	https://www.arialengineering.com/pictures/products/vent5.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/vent5.jpg	(from https://www.arialengineering.com/)
12:20:49	46040/46040	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Nov%202019%2006:02:05%20GMT	https://www.arialengineering.com/pictures/products/ahu5.png	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/ahu5.png	(from https://www.arialengineering.com/)
12:20:50	26645/26645	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:43:38%20GMT	https://www.arialengineering.com/pictures/products/split5.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/split5.jpg	(from https://www.arialengineering.com/)
12:20:51	21847/21847	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:42:43%20GMT	https://www.arialengineering.com/pictures/products/duct5.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/duct5.jpg	(from https://www.arialengineering.com/)
12:20:51	21467/21467	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Nov%202019%2012:42:19%20GMT	https://www.arialengineering.com/pictures/products/diffuser5.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/products/diffuser5.jpg	(from https://www.arialengineering.com/)
12:20:51	27221/27221	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Sep%202019%2011:50:34%20GMT	https://www.arialengineering.com/pictures/choose.png	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/choose.png	(from https://www.arialengineering.com/)
12:20:52	54729/54729	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Aug%202019%2022:57:54%20GMT	https://www.arialengineering.com/pictures/offer.png	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/offer.png	(from https://www.arialengineering.com/)
12:20:53	127360/127360	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Feb%202020%2008:24:38%20GMT	https://www.arialengineering.com/pictures/skycity.jpg	C:/My%20Web%20Sites/arial/www.arialengineering.com/pictures/skycity.jpg	(from https://www.arialengineering.com/)
